voyageID,yearIn_num,voyage_duration,reason
AV16957,1857,0,nonpositive
AV16958,1858,0,nonpositive
AV16959,1859,0,nonpositive
AV16960,1830,0,nonpositive
AV16961,1863,0,nonpositive
AV16963,1864,0,nonpositive
AV16965,1865,0,nonpositive
AV16970,1861,0,nonpositive
AV16977,1865,0,nonpositive
AV16984,1870,0,nonpositive
AV16989,1859,0,nonpositive
AV16990,1857,0,nonpositive
AV16991,1855,0,nonpositive
AV16994,1858,0,nonpositive
AV16995,1856,0,nonpositive
AV16996,1857,0,nonpositive
AV16998,1855,0,nonpositive
AV16999,1856,0,nonpositive
AV17000,1857,0,nonpositive
AV17001,1858,0,nonpositive
AV17003,1856,0,nonpositive
AV17009,1855,0,nonpositive
AV17014,1859,0,nonpositive
AV17018,1876,0,nonpositive
AV17019,1876,0,nonpositive
AV17022,1858,0,nonpositive
AV17023,1859,0,nonpositive
AV17024,1859,0,nonpositive
AV17025,1835,0,nonpositive
AV17030,1883,0,nonpositive
AV17078,1861,0,nonpositive
AV17082,1889,0,nonpositive
AV17087,1878,0,nonpositive
AV17088,1879,0,nonpositive
AV17097,1844,0,nonpositive
AV17136,1880,0,nonpositive
AV17137,1824,0,nonpositive
AV17139,1812,0,nonpositive
AV17143,1815,0,nonpositive
AV17159,1853,0,nonpositive
AV17161,1854,0,nonpositive
AV17168,1848,0,nonpositive
AV17206,1855,0,nonpositive
AV17275,1853,0,nonpositive
AV19302,1824,0,nonpositive
AV19382,1887,0,nonpositive
AV19731,1810,0,nonpositive
AV19855,1844,0,nonpositive
AV19856,1835,0,nonpositive
